gene_id,gc
NZ_LR740759.1_140,0.5526
NZ_LR740759.1_141,0.5123
NZ_LR740759.1_142,0.4738
NZ_LR740759.1_143,0.4890
NZ_LR740759.1_144,0.5103
NZ_LR740759.1_145,0.5242
NZ_LR740759.1_146,0.5319
NZ_LR740759.1_147,0.4974
NZ_LR740759.1_148,0.4947
NZ_LR740759.1_149,0.4422
NZ_LR740759.1_150,0.3103
NZ_LR740759.1_151,0.3600
NZ_LR740759.1_152,0.5246
NZ_LR740759.1_153,0.5189
NZ_LR740759.1_154,0.4536
NZ_LR740759.1_155,0.4339
NZ_LR740759.1_156,0.5290
NZ_LR740759.1_157,0.4130
NZ_LR740759.1_158,0.4711
NZ_LR740759.1_159,0.5435
NZ_LR740759.1_160,0.4763
NZ_LR740759.1_161,0.4505
NZ_LR740759.1_162,0.4129
NZ_LR740759.1_163,0.4479
NZ_LR740759.1_164,0.5163
NZ_LR740759.1_165,0.4963
NZ_LR740759.1_166,0.4722
NZ_LR740759.1_167,0.5397
NZ_LR740759.1_168,0.5733
NZ_LR740759.1_169,0.5064
NZ_LR740759.1_170,0.5000
NZ_LR740759.1_171,0.5088
NZ_LR740759.1_172,0.5638
NZ_LR740759.1_173,0.5486
NZ_LR740759.1_174,0.4000
NZ_LR740759.1_175,0.4988
NZ_LR740759.1_176,0.5349
NZ_LR740759.1_177,0.5076
NZ_LR740759.1_178,0.4922
NZ_LR740759.1_179,0.4958
NZ_LR740759.1_180,0.4417
NZ_LR740759.1_181,0.4517
NZ_LR740759.1_182,0.2606
NZ_LR740759.1_183,0.5461
NZ_LR740759.1_184,0.4848
NZ_LR740759.1_185,0.4048
NZ_LR740759.1_186,0.4536
NZ_LR740759.1_187,0.4667
NZ_LR740759.1_188,0.3919
NZ_LR740759.1_189,0.5406
NZ_LR740759.1_190,0.4130
NZ_LR740759.1_191,0.5238
NZ_LR740759.1_192,0.4782
NZ_LR740759.1_193,0.4536
NZ_LR740759.1_194,0.3444
NZ_LR740759.1_195,0.4107
NZ_LR740759.1_196,0.5152
NZ_LR740759.1_197,0.4264
NZ_LR740759.1_198,0.4808
NZ_LR740759.1_199,0.5223
NZ_LR740759.1_200,0.5250
NZ_LR740759.1_201,0.5132
NZ_LR740759.1_202,0.5607
NZ_LR740759.1_203,0.5287
NZ_LR740759.1_204,0.5283
NZ_LR740759.1_205,0.5290
NZ_LR740759.1_206,0.5026
NZ_LR740759.1_207,0.5298
NZ_LR740759.1_208,0.4229
NZ_LR740759.1_209,0.4062
NZ_LR740759.1_210,0.4762
NZ_LR740759.1_211,0.5647
NZ_LR740759.1_212,0.4491
NZ_LR740759.1_213,0.4961
NZ_LR740759.1_214,0.4800
NZ_LR740759.1_215,0.5048
NZ_LR740759.1_216,0.6150
NZ_LR740759.1_217,0.5651
NZ_LR740759.1_218,0.4332
NZ_LR740759.1_219,0.5716
NZ_LR740759.1_220,0.6016
NZ_LR740759.1_221,0.5263
NZ_LR740759.1_222,0.5063
NZ_LR740759.1_223,0.5237
NZ_LR740759.1_224,0.5027
NZ_LR740759.1_225,0.3255
NZ_LR740759.1_226,0.5127
NZ_LR740759.1_227,0.5197
NZ_LR740759.1_228,0.3492
NZ_LR740759.1_229,0.4433
NZ_LR740759.1_230,0.5641
NZ_LR740759.1_231,0.5368
NZ_LR740759.1_232,0.3370
NZ_LR740759.1_233,0.4052
NZ_LR740759.1_234,0.5215
NZ_LR740759.1_235,0.3915
NZ_LR740759.1_236,0.5213
NZ_LR740759.1_237,0.5540
NZ_LR740759.1_238,0.5529
NZ_LR740759.1_239,0.5924
NZ_LR740759.1_240,0.5788
NZ_LR740759.1_241,0.5422
NZ_LR740759.1_242,0.4000
NZ_LR740759.1_243,0.4369
NZ_LR740759.1_244,0.5271
NZ_LR740759.1_245,0.4206
NZ_LR740759.1_246,0.4141
NZ_LR740759.1_247,0.5008
NZ_LR740759.1_248,0.5721
NZ_LR740759.1_249,0.5706
NZ_LR740759.1_250,0.4656
NZ_LR740759.1_251,0.4712
NZ_LR740759.1_252,0.5191
NZ_LR740759.1_253,0.4386
NZ_LR740759.1_254,0.3523
NZ_LR740759.1_255,0.3880
NZ_LR740760.1_1,0.4549
NZ_LR740760.1_2,0.4404
NZ_LR740760.1_3,0.5312
NZ_LR740760.1_4,0.4930
NZ_LR740760.1_5,0.5986
NZ_LR740760.1_6,0.5662
NZ_LR740760.1_7,0.5822
NZ_LR740760.1_8,0.5171
NZ_LR740760.1_9,0.5828
NZ_LR740760.1_10,0.5641
NZ_LR740760.1_11,0.5851
NZ_LR740760.1_12,0.5734
NZ_LR740760.1_13,0.5844
NZ_LR740760.1_14,0.5156
NZ_LR740760.1_15,0.5603
NZ_LR740760.1_16,0.5376
NZ_LR740760.1_17,0.5437
NZ_LR740760.1_18,0.3925
NZ_LR740760.1_19,0.4153
NZ_LR740760.1_20,0.3652
NZ_LR740760.1_21,0.3271
NZ_LR740760.1_22,0.5616
NZ_LR740760.1_23,0.5271
NZ_LR740760.1_24,0.5214
NZ_LR740760.1_25,0.5352
NZ_LR740760.1_26,0.3743
NZ_LR740760.1_27,0.4176
NZ_LR740760.1_28,0.3879
NZ_LR740760.1_29,0.3375
NZ_LR740760.1_30,0.3552
NZ_LR740760.1_31,0.3191
NZ_LR740760.1_32,0.5197
NZ_LR740760.1_33,0.5862
NZ_LR740760.1_34,0.5488
NZ_LR740760.1_35,0.6016
NZ_LR740760.1_36,0.3866
NZ_LR740760.1_37,0.6058
NZ_LR740760.1_38,0.4364
NZ_LR740760.1_39,0.4455
NZ_LR740760.1_40,0.5828
NZ_LR740760.1_41,0.3946
NZ_LR740760.1_42,0.4493
NZ_LR740760.1_43,0.3556
NZ_LR740760.1_44,0.4992
NZ_LR740760.1_45,0.3401
NZ_LR740760.1_46,0.4705
NZ_LR740760.1_47,0.5843
NZ_LR740760.1_48,0.5633
NZ_LR740760.1_49,0.5850
NZ_LR740760.1_50,0.6023
NZ_LR740760.1_51,0.5956
NZ_LR740760.1_52,0.5255
NZ_LR740760.1_53,0.5198
NZ_LR740760.1_54,0.5412
NZ_LR740760.1_55,0.5437
NZ_LR740760.1_56,0.5535
NZ_LR740760.1_57,0.5261
NZ_LR740760.1_58,0.5152
NZ_LR740760.1_59,0.3544
NZ_LR740760.1_60,0.5093
NZ_LR740760.1_61,0.4417
NZ_LR740760.1_62,0.4327
NZ_LR740760.1_63,0.4761
NZ_LR740760.1_64,0.5375
NZ_LR740760.1_65,0.5833
NZ_LR740760.1_66,0.5027
NZ_LR740760.1_67,0.5128
NZ_LR740760.1_68,0.5287
NZ_LR740760.1_69,0.5450
NZ_LR740760.1_70,0.6090
NZ_LR740760.1_71,0.5966
NZ_LR740760.1_72,0.5910
NZ_LR740760.1_73,0.6246
NZ_LR740760.1_74,0.5872
NZ_LR740760.1_75,0.5986
NZ_LR740760.1_76,0.5479
NZ_LR740760.1_77,0.5453
NZ_LR740760.1_78,0.5000
NZ_LR740760.1_79,0.5412
NZ_LR740760.1_80,0.5486
NZ_LR740760.1_81,0.5596
NZ_LR740760.1_82,0.5157
NZ_LR740760.1_83,0.4930
NZ_LR740760.1_84,0.3544
NZ_LR740760.1_85,0.4891
NZ_LR740760.1_86,0.4146
NZ_LR740760.1_87,0.4211
NZ_LR740760.1_88,0.5295
NZ_LR740760.1_89,0.5175
NZ_LR740760.1_90,0.4752
NZ_LR740760.1_91,0.5769
NZ_LR740760.1_92,0.5213
NZ_LR740760.1_93,0.5228
NZ_LR740760.1_94,0.4070
NZ_LR740760.1_95,0.5316
NZ_LR740760.1_96,0.5485
NZ_LR740760.1_97,0.5565
NZ_LR740760.1_98,0.5556
NZ_LR740760.1_99,0.4350
NZ_LR740760.1_100,0.5418
NZ_LR740760.1_101,0.5956
NZ_LR740760.1_102,0.5685
NZ_LR740760.1_103,0.5435
NZ_LR740760.1_104,0.3912
NZ_LR740760.1_105,0.4641
NZ_LR740760.1_106,0.5271
NZ_LR740760.1_107,0.4206
NZ_LR740760.1_108,0.4065
NZ_LR740760.1_109,0.4872
NZ_LR740760.1_110,0.5742
NZ_LR740760.1_111,0.5638
NZ_LR740760.1_112,0.4709
NZ_LR740760.1_113,0.4712
NZ_LR740760.1_114,0.4861
NZ_LR740760.1_115,0.4254
NZ_LR740760.1_116,0.3247
NZ_LR740760.1_117,0.3958
NZ_LR745044.1_1,0.4262
NZ_LR745044.1_2,0.4823
NZ_LR745044.1_3,0.4302
NZ_LR745044.1_4,0.4872
NZ_LR745044.1_5,0.4874
NZ_LR745044.1_6,0.3784
NZ_LR745044.1_7,0.5018
NZ_LR745044.1_8,0.5510
NZ_LR745044.1_9,0.5261
NZ_LR745044.1_10,0.5426
NZ_LR745044.1_11,0.5602
NZ_LR745044.1_12,0.4825
NZ_LR745044.1_13,0.5714
NZ_LR745044.1_14,0.5044
NZ_LR745044.1_15,0.5261
NZ_LR745044.1_16,0.5362
NZ_LR745044.1_17,0.5397
NZ_LR745044.1_18,0.4630
NZ_LR745044.1_19,0.5805
NZ_LR745044.1_20,0.5267
NZ_LR745044.1_21,0.4601
NZ_LR745044.1_22,0.4508
NZ_LR745044.1_23,0.5499
NZ_LR745044.1_24,0.5500
NZ_LR745044.1_25,0.5503
NZ_LR745044.1_26,0.5674
NZ_LR745044.1_27,0.5901
NZ_LR745044.1_28,0.5518
NZ_LR745044.1_29,0.5695
NZ_LR745044.1_30,0.5221
NZ_LR745044.1_31,0.5473
NZ_LR745044.1_32,0.5578
NZ_LR745044.1_33,0.5703
NZ_LR745044.1_34,0.6039
NZ_LR745044.1_35,0.5000
NZ_LR745044.1_36,0.5966
NZ_LR745044.1_37,0.5031
NZ_LR745044.1_38,0.6203
NZ_LR745044.1_39,0.6010
NZ_LR745044.1_40,0.6557
NZ_LR745044.1_41,0.6491
NZ_LR745044.1_42,0.5251
NZ_LR745044.1_43,0.4952
NZ_LR745044.1_44,0.5908
NZ_LR745044.1_45,0.5862
NZ_LR745044.1_46,0.6066
NZ_LR745044.1_47,0.5659
NZ_LR745044.1_48,0.5658
NZ_LR745044.1_49,0.4898
NZ_LR745044.1_50,0.5397
NZ_LR745044.1_51,0.5362
NZ_LR745044.1_52,0.4449
NZ_LR745044.1_53,0.4803
NZ_LR745044.1_54,0.4847
NZ_LR745044.1_55,0.5350
NZ_LR745044.1_56,0.4786
NZ_LR745044.1_57,0.5202
NZ_LR745044.1_58,0.5719
NZ_LR745044.1_59,0.5531
NZ_LR745044.1_60,0.5479
NZ_LR745044.1_61,0.5852
NZ_LR745044.1_62,0.4199
NZ_LR745044.1_63,0.4128
NZ_LR745044.1_64,0.4258
NZ_LR745044.1_65,0.3786
NZ_LR745044.1_66,0.5327
NZ_LR745044.1_67,0.4733
NZ_LR745044.1_68,0.4242
NZ_LR745044.1_69,0.4872
NZ_LR745044.1_70,0.4802
NZ_LR745044.1_71,0.4667
NZ_LR745044.1_72,0.5319
NZ_LR745044.1_73,0.5312
NZ_LR745044.1_74,0.4538
NZ_LR745044.1_75,0.4550
NZ_LR745044.1_76,0.4596
NZ_LR745044.1_77,0.4815
NZ_LR745044.1_78,0.5069
NZ_LR745044.1_79,0.5134
NZ_LR745044.1_80,0.5223
NZ_LR745044.1_81,0.5244
NZ_LR745044.1_82,0.4890
NZ_LR745044.1_83,0.4793
NZ_LR745044.1_84,0.4465
NZ_LS992167.1_1,0.4510
NZ_LS992167.1_2,0.4428
NZ_LS992167.1_3,0.5139
NZ_LS992167.1_4,0.4930
NZ_LS992167.1_5,0.6000
NZ_LS992167.1_6,0.5632
NZ_LS992167.1_7,0.5860
NZ_LS992167.1_8,0.5128
NZ_LS992167.1_9,0.5833
NZ_LS992167.1_10,0.5627
NZ_LS992167.1_11,0.5833
NZ_LS992167.1_12,0.5698
NZ_LS992167.1_13,0.5628
NZ_LS992167.1_14,0.5027
NZ_LS992167.1_15,0.5457
NZ_LS992167.1_16,0.5329
NZ_LS992167.1_17,0.5051
NZ_LS992167.1_18,0.5370
NZ_LS992167.1_19,0.5326
NZ_LS992167.1_20,0.5428
NZ_LS992167.1_21,0.4578
NZ_LS992167.1_22,0.4713
NZ_LS992167.1_23,0.5206
NZ_LS992167.1_24,0.5417
NZ_LS992167.1_25,0.3234
NZ_LS992167.1_26,0.3800
NZ_LS992167.1_27,0.3937
NZ_LS992167.1_28,0.4462
NZ_LS992167.1_29,0.3690
NZ_LS992167.1_30,0.4907
NZ_LS992167.1_31,0.5245
NZ_LS992167.1_32,0.5181
NZ_LS992167.1_33,0.4809
NZ_LS992167.1_34,0.5254
NZ_LS992167.1_35,0.5370
NZ_LS992167.1_36,0.4841
NZ_LS992167.1_37,0.4874
NZ_LS992167.1_38,0.4949
NZ_LS992167.1_39,0.5235
NZ_LS992167.1_40,0.4750
NZ_LS992167.1_41,0.5735
NZ_LS992167.1_42,0.3344
NZ_LS992167.1_43,0.3829
NZ_LS992167.1_44,0.4287
NZ_LS992167.1_45,0.3137
NZ_LS992167.1_46,0.5413
NZ_LS992167.1_47,0.5383
NZ_LS992167.1_48,0.5217
NZ_LS992167.1_49,0.5370
NZ_LS992167.1_50,0.4987
NZ_LS992167.1_51,0.5202
NZ_LS992167.1_52,0.4858
NZ_LS992167.1_53,0.5497
NZ_LS992167.1_54,0.5074
NZ_LS992167.1_55,0.2971
NZ_LS992167.1_56,0.5176
NZ_LS992167.1_57,0.5248
NZ_LS992167.1_58,0.5642
NZ_LS992167.1_59,0.5072
NZ_LS992167.1_60,0.5230
NZ_LS992167.1_61,0.3984
NZ_LS992167.1_62,0.5000
NZ_LS992167.1_63,0.5225
NZ_LS992167.1_64,0.5683
NZ_LS992167.1_65,0.5790
NZ_LS992167.1_66,0.5582
NZ_LS992167.1_67,0.4759
NZ_LS992167.1_68,0.5223
NZ_LS992167.1_69,0.4048
NZ_LS992167.1_70,0.5273
NZ_LS992167.1_71,0.5486
NZ_LS992167.1_72,0.4165
NZ_LS992167.1_73,0.4382
NZ_LS992167.1_74,0.4359
NZ_LS992167.1_75,0.4576
NZ_LS992167.1_76,0.3794
NZ_LS992167.1_77,0.3295
NZ_LS992167.1_78,0.4130
NZ_LS992167.1_79,0.3701
NZ_LS992167.1_80,0.5593
NZ_LS992167.1_81,0.4899
NZ_LS992167.1_82,0.4815
NZ_LS992167.1_83,0.3885
NZ_LS992167.1_84,0.5431
NZ_LS992167.1_85,0.5072
NZ_LS992167.1_86,0.5642
NZ_LS992167.1_87,0.5248
NZ_LS992167.1_88,0.5176
NZ_LS992167.1_89,0.6528
NZ_LS992167.1_90,0.5898
NZ_LS992167.1_91,0.6367
NZ_LS992167.1_92,0.6268
NZ_LS992167.1_93,0.7202
NZ_LS992167.1_94,0.5954
NZ_LS992167.1_95,0.6125
NZ_LS992167.1_96,0.6268
NZ_LS992167.1_97,0.6572
NZ_LS992167.1_98,0.6519
NZ_LS992167.1_99,0.6970
NZ_LS992167.1_100,0.6920
NZ_LS992167.1_101,0.6356
NZ_LS992167.1_102,0.6470
NZ_LS992167.1_103,0.6379
NZ_LS992167.1_104,0.2926
NZ_LS992167.1_105,0.3828
NZ_LS992167.1_106,0.3607
NZ_LS992167.1_107,0.3414
NZ_LS992167.1_108,0.3288
NZ_LS992167.1_109,0.5040
NZ_LS992167.1_110,0.5591
NZ_LS992167.1_111,0.6475
NZ_LS992167.1_112,0.5419
NZ_LS992167.1_113,0.5013
NZ_LS992167.1_114,0.6507
NZ_LS992167.1_115,0.6167
NZ_LS992167.1_116,0.5000
NZ_LS992167.1_117,0.5295
NZ_LS992167.1_118,0.3987
NZ_LS992167.1_119,0.5996
NZ_LS992167.1_120,0.5591
NZ_LS992167.1_121,0.5622
NZ_LS992167.1_122,0.6066
NZ_LS992167.1_123,0.6608
NZ_LS992167.1_124,0.6794
NZ_LS992167.1_125,0.5319
NZ_LS992167.1_126,0.4901
NZ_LS992167.1_127,0.5345
NZ_LS992167.1_128,0.5319
NZ_LS992167.1_129,0.6334
NZ_LS992167.1_130,0.4841
NZ_LS992167.1_131,0.4470
NZ_LS992167.1_132,0.5362
NZ_LS992167.1_133,0.5397
NZ_LS992167.1_134,0.5288
NZ_LS992167.1_135,0.5013
NZ_LS992167.1_136,0.5011
NZ_LS992167.1_137,0.5688
NZ_LS992167.1_138,0.3854
NZ_LS992167.1_139,0.4649
NZ_LS992167.1_140,0.4740
NZ_LS992167.1_141,0.5579
NZ_LS992167.1_142,0.5823
NZ_LS992167.1_143,0.5969
NZ_LS992167.1_144,0.5175
NZ_LS992167.1_145,0.4962
NZ_LS992167.1_146,0.5209
NZ_LS992167.1_147,0.5020
NZ_LS992167.1_148,0.3467
NZ_LS992167.1_149,0.5044
NZ_LS992167.1_150,0.5167
NZ_LS992167.1_151,0.3627
NZ_LS992167.1_152,0.4433
NZ_LS992167.1_153,0.5696
NZ_LS992167.1_154,0.5333
NZ_LS992167.1_155,0.3302
NZ_LS992167.1_156,0.4109
NZ_LS992167.1_157,0.5175
NZ_LS992167.1_158,0.4070
NZ_LS992167.1_159,0.5240
NZ_LS992167.1_160,0.5509
NZ_LS992167.1_161,0.5509
NZ_LS992167.1_162,0.5956
NZ_LS992167.1_163,0.5711
NZ_LS992167.1_164,0.5451
NZ_LS992167.1_165,0.5388
NZ_LS992167.1_166,0.4000
NZ_LS992167.1_167,0.5400
NZ_LS992167.1_168,0.4294
NZ_LS992167.1_169,0.3889
NZ_LS992167.1_170,0.4756
NZ_LS992167.1_171,0.5714
NZ_LS992167.1_172,0.5368
NZ_LS992167.1_173,0.5117
NZ_LS992167.1_174,0.5124
NZ_LS992167.1_175,0.5985
NZ_LS992167.1_176,0.5249
NZ_LS992167.1_177,0.5509
NZ_LS992167.1_178,0.5956
NZ_LS992167.1_179,0.5711
NZ_LS992167.1_180,0.5422
NZ_LS992167.1_181,0.4000
NZ_LS992167.1_182,0.5329
NZ_LS992167.1_183,0.4246
NZ_LS992167.1_184,0.4141
NZ_LS992167.1_185,0.5025
NZ_LS992167.1_186,0.5721
NZ_LS992167.1_187,0.5706
NZ_LS992167.1_188,0.4691
NZ_LS992167.1_189,0.4712
NZ_LS992167.1_190,0.5164
NZ_LS992167.1_191,0.3813
NZ_LS992167.1_192,0.3362
NZ_LS992167.1_193,0.3880
NZ_LS992169.1_1,0.4549
NZ_LS992169.1_2,0.4428
NZ_LS992169.1_3,0.5139
NZ_LS992169.1_4,0.4930
NZ_LS992169.1_5,0.3825
NZ_LS992169.1_6,0.4617
NZ_LS992169.1_7,0.6028
NZ_LS992169.1_8,0.5724
NZ_LS992169.1_9,0.5830
NZ_LS992169.1_10,0.5085
NZ_LS992169.1_11,0.5926
NZ_LS992169.1_12,0.5514
NZ_LS992169.1_13,0.5922
NZ_LS992169.1_14,0.5690
NZ_LS992169.1_15,0.5801
NZ_LS992169.1_16,0.5277
NZ_LS992169.1_17,0.5263
NZ_LS992169.1_18,0.5294
NZ_LS992169.1_19,0.5246
NZ_LS992169.1_20,0.5235
NZ_LS992169.1_21,0.5083
NZ_LS992169.1_22,0.5749
NZ_LS992169.1_23,0.3342
NZ_LS992169.1_24,0.3947
NZ_LS992169.1_25,0.5219
NZ_LS992169.1_26,0.4881
NZ_LS992169.1_27,0.4356
NZ_LS992169.1_28,0.5671
NZ_LS992169.1_29,0.5026
NZ_LS992169.1_30,0.5259
NZ_LS992169.1_31,0.6126
NZ_LS992169.1_32,0.5426
NZ_LS992169.1_33,0.5661
NZ_LS992169.1_34,0.4914
NZ_LS992169.1_35,0.5266
NZ_LS992169.1_36,0.5328
NZ_LS992169.1_37,0.5458
NZ_LS992169.1_38,0.5474
NZ_LS992169.1_39,0.5730
NZ_LS992169.1_40,0.4583
NZ_LS992169.1_41,0.4859
NZ_LS992169.1_42,0.4646
NZ_LS992169.1_43,0.4715
NZ_LS992169.1_44,0.5797
NZ_LS992169.1_45,0.5326
NZ_LS992169.1_46,0.5361
NZ_LS992169.1_47,0.3542
NZ_LS992169.1_48,0.5556
NZ_LS992169.1_49,0.6392
NZ_LS992169.1_50,0.5057
NZ_LS992169.1_51,0.5443
NZ_LS992169.1_52,0.5458
NZ_LS992169.1_53,0.5456
NZ_LS992169.1_54,0.5043
NZ_LS992169.1_55,0.5458
NZ_LS992169.1_56,0.5474
NZ_LS992169.1_57,0.3889
NZ_LS992169.1_58,0.5214
NZ_LS992169.1_59,0.4381
NZ_LS992169.1_60,0.4949
NZ_LS992169.1_61,0.5223
NZ_LS992169.1_62,0.4675
NZ_LS992169.1_63,0.4646
NZ_LS992169.1_64,0.4715
NZ_LS992169.1_65,0.5797
NZ_LS992169.1_66,0.5326
NZ_LS992169.1_67,0.5361
NZ_LS992169.1_68,0.3542
NZ_LS992169.1_69,0.5489
NZ_LS992169.1_70,0.6392
NZ_LS992169.1_71,0.5057
NZ_LS992169.1_72,0.5443
NZ_LS992169.1_73,0.5458
NZ_LS992169.1_74,0.5456
NZ_LS992169.1_75,0.5140
NZ_LS992169.1_76,0.5667
NZ_LS992169.1_77,0.4938
NZ_LS992169.1_78,0.5802
NZ_LS992169.1_79,0.5704
NZ_LS992169.1_80,0.5844
NZ_LS992169.1_81,0.5935
NZ_LS992169.1_82,0.5710
NZ_LS992169.1_83,0.5341
NZ_LS992169.1_84,0.5523
NZ_LS992169.1_85,0.4829
NZ_LS992169.1_86,0.5957
NZ_LS992169.1_87,0.6038
NZ_LS992169.1_88,0.5362
NZ_LS992169.1_89,0.5344
NZ_LS992169.1_90,0.5277
NZ_LS992169.1_91,0.6102
NZ_LS992169.1_92,0.3867
NZ_LS992169.1_93,0.5830
NZ_LS992169.1_94,0.5000
NZ_LS992169.1_95,0.6167
NZ_LS992169.1_96,0.6275
NZ_LS992169.1_97,0.5887
NZ_LS992169.1_98,0.5523
NZ_LS992169.1_99,0.6105
NZ_LS992169.1_100,0.6085
NZ_LS992169.1_101,0.6505
NZ_LS992169.1_102,0.6556
NZ_LS992169.1_103,0.5319
NZ_LS992169.1_104,0.6078
NZ_LS992169.1_105,0.5622
NZ_LS992169.1_106,0.5579
NZ_LS992169.1_107,0.6208
NZ_LS992169.1_108,0.6367
NZ_LS992169.1_109,0.5994
NZ_LS992169.1_110,0.6362
NZ_LS992169.1_111,0.5277
NZ_LS992169.1_112,0.5910
NZ_LS992169.1_113,0.5277
NZ_LS992169.1_114,0.5397
NZ_LS992169.1_115,0.5812
NZ_LS992169.1_116,0.6034
NZ_LS992169.1_117,0.5455
NZ_LS992169.1_118,0.5667
NZ_LS992169.1_119,0.5505
NZ_LS992169.1_120,0.4308
NZ_LS992169.1_121,0.5093
NZ_LS992169.1_122,0.5194
NZ_LS992169.1_123,0.4889
NZ_LS992169.1_124,0.5249
NZ_LS992169.1_125,0.5135
NZ_LS992169.1_126,0.4541
NZ_LS992169.1_127,0.3964
NZ_LS992169.1_128,0.4373
NZ_LS992169.1_129,0.5254
NZ_LS992169.1_130,0.5397
NZ_LS992169.1_131,0.4855
NZ_LS992169.1_132,0.4960
NZ_LS992169.1_133,0.5068
NZ_LS992169.1_134,0.5033
NZ_LS992169.1_135,0.5737
NZ_LS992169.1_136,0.4735
NZ_LS992169.1_137,0.4713
NZ_LS992169.1_138,0.4599
NZ_LS992169.1_139,0.5491
NZ_LS992169.1_140,0.5658
NZ_LS992169.1_141,0.5360
NZ_LS992169.1_142,0.5793
NZ_LS992169.1_143,0.6063
NZ_LS992169.1_144,0.5516
NZ_LS992169.1_145,0.5603
NZ_LS992169.1_146,0.5104
NZ_LS992169.1_147,0.5277
NZ_LS992169.1_148,0.6095
NZ_LS992169.1_149,0.5277
NZ_LS992169.1_150,0.4473
NZ_LS992169.1_151,0.4489
NZ_LS992169.1_152,0.5981
NZ_LS992169.1_153,0.5447
NZ_LS992169.1_154,0.5277
NZ_LS992169.1_155,0.4901
NZ_LS992169.1_156,0.3455
NZ_LS992169.1_157,0.5616
NZ_LS992169.1_158,0.5349
NZ_LS992169.1_159,0.5214
NZ_LS992169.1_160,0.5688
NZ_LS992169.1_161,0.4392
NZ_LS992169.1_162,0.4323
NZ_LS992169.1_163,0.5465
NZ_LS992169.1_164,0.5242
NZ_LS992169.1_165,0.4906
NZ_LS992169.1_166,0.5651
NZ_LS992169.1_167,0.5823
NZ_LS992169.1_168,0.5987
NZ_LS992169.1_169,0.5252
NZ_LS992169.1_170,0.4590
NZ_LS992169.1_171,0.4852
NZ_LS992169.1_172,0.4167
NZ_LS992169.1_173,0.5074
NZ_LS992169.1_174,0.5226
NZ_LS992169.1_175,0.4141
NZ_LS992169.1_176,0.4410
NZ_LS992169.1_177,0.5549
NZ_LS992169.1_178,0.5228
NZ_LS992169.1_179,0.5272
NZ_LS992169.1_180,0.5181
NZ_LS992169.1_181,0.5556
NZ_LS992169.1_182,0.5188
NZ_LS992169.1_183,0.4070
NZ_LS992169.1_184,0.5289
NZ_LS992169.1_185,0.5477
NZ_LS992169.1_186,0.3529
NZ_LS992169.1_187,0.5509
NZ_LS992169.1_188,0.5940
NZ_LS992169.1_189,0.5633
NZ_LS992169.1_190,0.5441
NZ_LS992169.1_191,0.3905
NZ_LS992169.1_192,0.4369
NZ_LS992169.1_193,0.5291
NZ_LS992169.1_194,0.4056
NZ_LS992169.1_195,0.4974
NZ_LS992169.1_196,0.5792
NZ_LS992169.1_197,0.5638
NZ_LS992169.1_198,0.4674
NZ_LS992169.1_199,0.4744
NZ_LS992169.1_200,0.4986
NZ_LS992169.1_201,0.4254
NZ_LS992169.1_202,0.3156
NZ_LS992169.1_203,0.3854
NZ_LS992177.1_1,0.4167
NZ_LS992177.1_2,0.4184
NZ_LS992177.1_3,0.4770
NZ_LS992177.1_4,0.5623
NZ_LS992177.1_5,0.5452
NZ_LS992177.1_6,0.5000
NZ_LS992177.1_7,0.4549
NZ_LS992177.1_8,0.5093
NZ_LS992177.1_9,0.5135
NZ_LS992177.1_10,0.5368
NZ_LS992177.1_11,0.5167
NZ_LS992177.1_12,0.4545
NZ_LS992177.1_13,0.6886
NZ_LS992177.1_14,0.4359
NZ_LS992177.1_15,0.4250
NZ_LS992177.1_16,0.4889
NZ_LS992177.1_17,0.4789
NZ_LS992177.1_18,0.5215
NZ_LS992177.1_19,0.5458
NZ_LS992177.1_20,0.5227
NZ_LS992177.1_21,0.4357
NZ_LS992177.1_22,0.4403
NZ_LS992177.1_23,0.6770
NZ_LS992177.1_24,0.4737
NZ_LS992177.1_25,0.6114
NZ_LS992177.1_26,0.5581
NZ_LS992177.1_27,0.5470
NZ_LS992177.1_28,0.5295
NZ_LS992177.1_29,0.5000
NZ_LS992177.1_30,0.6167
NZ_LS992177.1_31,0.6507
NZ_LS992177.1_32,0.6105
NZ_LS992177.1_33,0.5944
NZ_LS992177.1_34,0.6212
NZ_LS992177.1_35,0.6773
NZ_LS992177.1_36,0.6345
NZ_LS992177.1_37,0.5476
NZ_LS992177.1_38,0.4359
NZ_LS992177.1_39,0.4250
NZ_LS992177.1_40,0.4889
NZ_LS992177.1_41,0.4789
NZ_LS992177.1_42,0.5215
NZ_LS992177.1_43,0.5398
NZ_LS992177.1_44,0.5534
NZ_LS992177.1_45,0.5227
NZ_LS992177.1_46,0.4357
NZ_LS992177.1_47,0.4403
NZ_LS992177.1_48,0.6989
NZ_LS992177.1_49,0.4737
NZ_LS992177.1_50,0.6114
NZ_LS992177.1_51,0.5581
NZ_LS992177.1_52,0.5470
NZ_LS992177.1_53,0.5295
NZ_LS992177.1_54,0.5000
NZ_LS992177.1_55,0.6167
NZ_LS992177.1_56,0.6507
NZ_LS992177.1_57,0.6105
NZ_LS992177.1_58,0.4938
NZ_LS992177.1_59,0.4819
NZ_LS992177.1_60,0.5318
NZ_LS992177.1_61,0.3285
NZ_LS992177.1_62,0.4938
NZ_LS992177.1_63,0.5064
NZ_LS992177.1_64,0.4571
