replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
NZ_CP035355.1	NZ_CP035355.1_16	ardb	16	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NZ_CP035355.1_ardb_klca_acric11_3	1	1	1.0	1.0	1	ardb	mandatory	142	2.6e-94	305.3	1.0	0.993	1	141			Anti_RM	ardb_klca_acric11	Antidefense
NZ_CP035355.1	NZ_CP035355.1_99	MazEF__MazF	99	defense-finder-models/DefenseFinder/MazEF/MazEF	NZ_CP035355.1_MazEF_1	1	1	1.0	2.0	1	MazEF__MazF	mandatory	111	1.7e-16	53.2	0.919	0.973	2	109			MazEF	MazEF	Defense
NZ_CP035355.1	NZ_CP035355.1_100	MazEF__MazE	100	defense-finder-models/DefenseFinder/MazEF/MazEF	NZ_CP035355.1_MazEF_1	1	1	1.0	2.0	1	MazEF__MazE	mandatory	86	3.9e-13	42.4	0.762	0.709	4	64			MazEF	MazEF	Defense
NZ_CP035468.1	NZ_CP035468.1_4	Mok_Hok_Sok__Mok	4	defense-finder-models/DefenseFinder/Mok_Hok_Sok/Mok_Hok_Sok	NZ_CP035468.1_Mok_Hok_Sok_4	1	1	0.5	1.0	1	Mok_Hok_Sok__Mok	mandatory	71	6.3e-52	167.2	0.897	0.986	1	70			Mok_Hok_Sok	Mok_Hok_Sok	Defense
NZ_CP035468.1	NZ_CP035468.1_7	psib	7	defense-finder-models/ADF/Other/psiab	NZ_CP035468.1_psiab_8	1	1	1.0	2.0	1	psib	mandatory	240	3.7000000000000005e-71	232.6	0.975	0.975	4	237			Other	psiab	Antidefense
NZ_CP035468.1	NZ_CP035468.1_8	psia	8	defense-finder-models/ADF/Other/psiab	NZ_CP035468.1_psiab_8	1	1	1.0	2.0	1	psia	mandatory	145	6.5999999999999994e-93	301.1	0.993	0.986	1	143			Other	psiab	Antidefense
NZ_CP035468.1	NZ_CP035468.1_18	ardb	18	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NZ_CP035468.1_ardb_klca_acric11_7	1	1	1.0	1.0	1	ardb	mandatory	142	1.7e-95	309.5	1.0	0.993	1	141			Anti_RM	ardb_klca_acric11	Antidefense
NZ_CP035468.1	NZ_CP035468.1_30	CBASS__Cyclase_II	30	defense-finder-models/DefenseFinder/CBASS/CBASS_I	NZ_CP035468.1_CBASS_I_2	1	1	1.0	2.0	1	CBASS__Cyclase_SMODS	mandatory	332	1e-14	47.7	0.908	0.97	8	329		NZ_CP035468.1_CBASS_1	CBASS	CBASS_I	Defense
NZ_CP035468.1	NZ_CP035468.1_31	CBASS__Effector_4TM_S_4TM	31	defense-finder-models/DefenseFinder/CBASS/CBASS_I	NZ_CP035468.1_CBASS_I_2	1	1	1.0	2.0	1	CBASS__Effector_2TM_S_2TMBeta	mandatory	298	2.3e-62	204.4	0.952	0.963	1	287		NZ_CP035468.1_CBASS_1	CBASS	CBASS_I	Defense
NZ_CP035468.1	NZ_CP035468.1_34	RM__Type_I_REases_FAM_0.einsi_trimmed	34	defense-finder-models/RM/PrrC/PrrC	NZ_CP035468.1_PrrC_5	1	1	0.75	3.0	1	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	1039	2.3000000000000003e-303	1002.7	0.988	0.965	30	1032		NZ_CP035468.1_RM_Type_I_6	PrrC	PrrC	Defense
NZ_CP035468.1	NZ_CP035468.1_35	RM__Type_I_S_01	35	defense-finder-models/RM/PrrC/PrrC	NZ_CP035468.1_PrrC_5	1	1	0.75	3.0	1	RM__Type_I_S_01	mandatory	428	5.2e-78	256.4	0.563	0.942	15	417		NZ_CP035468.1_RM_Type_I_6	PrrC	PrrC	Defense
NZ_CP035468.1	NZ_CP035468.1_36	PrrC__EcoprrI	36	defense-finder-models/RM/PrrC/PrrC	NZ_CP035468.1_PrrC_5	1	1	0.75	3.0	1	PrrC__EcoprrI	mandatory	519	6e-176	579.6	0.975	0.998	1	518			PrrC	PrrC	Defense
NZ_CP035468.1	NZ_CP035468.1_128	MazEF__MazF	128	defense-finder-models/DefenseFinder/MazEF/MazEF	NZ_CP035468.1_MazEF_3	1	1	1.0	2.0	1	MazEF__MazF	mandatory	111	2.3e-16	53.2	0.919	0.973	2	109			MazEF	MazEF	Defense
NZ_CP035468.1	NZ_CP035468.1_129	MazEF__MazE	129	defense-finder-models/DefenseFinder/MazEF/MazEF	NZ_CP035468.1_MazEF_3	1	1	1.0	2.0	1	MazEF__MazE	mandatory	86	5e-13	42.4	0.762	0.709	4	64			MazEF	MazEF	Defense
NZ_CP035469.1	NZ_CP035469.1_8	arda	8	defense-finder-models/ADF/Anti_RM/arda_ardu	NZ_CP035469.1_arda_ardu_1	1	1	1.0	1.0	1	arda	mandatory	167	1.3999999999999999e-96	313.7	0.982	0.988	1	165			Anti_RM	arda_ardu	Antidefense
NZ_CP035469.1	NZ_CP035469.1_10	psib	10	defense-finder-models/ADF/Other/psiab	NZ_CP035469.1_psiab_3	1	1	1.0	2.0	1	psib	mandatory	240	2.5000000000000003e-65	212.7	0.975	0.975	4	237			Other	psiab	Antidefense
NZ_CP035469.1	NZ_CP035469.1_11	psia	11	defense-finder-models/ADF/Other/psiab	NZ_CP035469.1_psiab_3	1	1	1.0	2.0	1	psia	mandatory	145	1.5e-88	286.2	0.993	0.986	1	143			Other	psiab	Antidefense
NZ_CP035469.1	NZ_CP035469.1_18	ardb	18	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NZ_CP035469.1_ardb_klca_acric11_2	1	1	1.0	1.0	1	ardb	mandatory	142	2.5e-95	308.1	1.0	0.993	1	141			Anti_RM	ardb_klca_acric11	Antidefense
NZ_CP035470.1	NZ_CP035470.1_4	Mok_Hok_Sok__Mok	4	defense-finder-models/DefenseFinder/Mok_Hok_Sok/Mok_Hok_Sok	NZ_CP035470.1_Mok_Hok_Sok_1	1	1	0.5	1.0	1	Mok_Hok_Sok__Mok	mandatory	71	3e-52	167.2	0.897	0.986	1	70			Mok_Hok_Sok	Mok_Hok_Sok	Defense
NZ_CP035470.1	NZ_CP035470.1_5	psib	5	defense-finder-models/ADF/Other/psiab	NZ_CP035470.1_psiab_3	1	1	1.0	2.0	1	psib	mandatory	240	3.3e-72	235.0	0.975	0.975	4	237			Other	psiab	Antidefense
NZ_CP035470.1	NZ_CP035470.1_6	psia	6	defense-finder-models/ADF/Other/psiab	NZ_CP035470.1_psiab_3	1	1	1.0	2.0	1	psia	mandatory	145	4.2e-93	300.7	0.993	0.986	1	143			Other	psiab	Antidefense
NZ_CP035470.1	NZ_CP035470.1_16	ardb	16	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NZ_CP035470.1_ardb_klca_acric11_2	1	1	1.0	1.0	1	ardb	mandatory	142	2.5e-95	308.0	1.0	0.993	1	141			Anti_RM	ardb_klca_acric11	Antidefense
NZ_CP035478.1	NZ_CP035478.1_4	Mok_Hok_Sok__Mok	4	defense-finder-models/DefenseFinder/Mok_Hok_Sok/Mok_Hok_Sok	NZ_CP035478.1_Mok_Hok_Sok_4	1	1	0.5	1.0	1	Mok_Hok_Sok__Mok	mandatory	71	6.2e-52	167.2	0.897	0.986	1	70			Mok_Hok_Sok	Mok_Hok_Sok	Defense
NZ_CP035478.1	NZ_CP035478.1_7	psib	7	defense-finder-models/ADF/Other/psiab	NZ_CP035478.1_psiab_8	1	1	1.0	2.0	1	psib	mandatory	240	3.7000000000000005e-71	232.6	0.975	0.975	4	237			Other	psiab	Antidefense
NZ_CP035478.1	NZ_CP035478.1_8	psia	8	defense-finder-models/ADF/Other/psiab	NZ_CP035478.1_psiab_8	1	1	1.0	2.0	1	psia	mandatory	145	6.5e-93	301.1	0.993	0.986	1	143			Other	psiab	Antidefense
NZ_CP035478.1	NZ_CP035478.1_18	ardb	18	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NZ_CP035478.1_ardb_klca_acric11_7	1	1	1.0	1.0	1	ardb	mandatory	142	1.7e-95	309.5	1.0	0.993	1	141			Anti_RM	ardb_klca_acric11	Antidefense
NZ_CP035478.1	NZ_CP035478.1_30	CBASS__Cyclase_II	30	defense-finder-models/DefenseFinder/CBASS/CBASS_I	NZ_CP035478.1_CBASS_I_2	1	1	1.0	2.0	1	CBASS__Cyclase_SMODS	mandatory	332	1e-14	47.7	0.908	0.97	8	329		NZ_CP035478.1_CBASS_1	CBASS	CBASS_I	Defense
NZ_CP035478.1	NZ_CP035478.1_31	CBASS__Effector_4TM_S_4TM	31	defense-finder-models/DefenseFinder/CBASS/CBASS_I	NZ_CP035478.1_CBASS_I_2	1	1	1.0	2.0	1	CBASS__Effector_2TM_S_2TMBeta	mandatory	298	2.3e-62	204.4	0.952	0.963	1	287		NZ_CP035478.1_CBASS_1	CBASS	CBASS_I	Defense
NZ_CP035478.1	NZ_CP035478.1_34	RM__Type_I_REases_FAM_0.einsi_trimmed	34	defense-finder-models/RM/PrrC/PrrC	NZ_CP035478.1_PrrC_5	1	1	0.75	3.0	1	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	1039	2.3000000000000003e-303	1002.7	0.988	0.965	30	1032		NZ_CP035478.1_RM_Type_I_6	PrrC	PrrC	Defense
NZ_CP035478.1	NZ_CP035478.1_35	RM__Type_I_S_01	35	defense-finder-models/RM/PrrC/PrrC	NZ_CP035478.1_PrrC_5	1	1	0.75	3.0	1	RM__Type_I_S_01	mandatory	428	5.1e-78	256.4	0.563	0.942	15	417		NZ_CP035478.1_RM_Type_I_6	PrrC	PrrC	Defense
NZ_CP035478.1	NZ_CP035478.1_36	PrrC__EcoprrI	36	defense-finder-models/RM/PrrC/PrrC	NZ_CP035478.1_PrrC_5	1	1	0.75	3.0	1	PrrC__EcoprrI	mandatory	519	5.9e-176	579.6	0.975	0.998	1	518			PrrC	PrrC	Defense
NZ_CP035478.1	NZ_CP035478.1_124	MazEF__MazF	124	defense-finder-models/DefenseFinder/MazEF/MazEF	NZ_CP035478.1_MazEF_3	1	1	1.0	2.0	1	MazEF__MazF	mandatory	111	2.2e-16	53.2	0.919	0.973	2	109			MazEF	MazEF	Defense
NZ_CP035478.1	NZ_CP035478.1_125	MazEF__MazE	125	defense-finder-models/DefenseFinder/MazEF/MazEF	NZ_CP035478.1_MazEF_3	1	1	1.0	2.0	1	MazEF__MazE	mandatory	86	4.9e-13	42.4	0.762	0.709	4	64			MazEF	MazEF	Defense
NZ_CP035479.1	NZ_CP035479.1_4	Mok_Hok_Sok__Mok	4	defense-finder-models/DefenseFinder/Mok_Hok_Sok/Mok_Hok_Sok	NZ_CP035479.1_Mok_Hok_Sok_1	1	1	0.5	1.0	1	Mok_Hok_Sok__Mok	mandatory	71	3e-52	167.2	0.897	0.986	1	70			Mok_Hok_Sok	Mok_Hok_Sok	Defense
NZ_CP035479.1	NZ_CP035479.1_5	psib	5	defense-finder-models/ADF/Other/psiab	NZ_CP035479.1_psiab_3	1	1	1.0	2.0	1	psib	mandatory	240	3.3e-72	235.0	0.975	0.975	4	237			Other	psiab	Antidefense
NZ_CP035479.1	NZ_CP035479.1_6	psia	6	defense-finder-models/ADF/Other/psiab	NZ_CP035479.1_psiab_3	1	1	1.0	2.0	1	psia	mandatory	145	4.2e-93	300.7	0.993	0.986	1	143			Other	psiab	Antidefense
NZ_CP035479.1	NZ_CP035479.1_16	ardb	16	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NZ_CP035479.1_ardb_klca_acric11_2	1	1	1.0	1.0	1	ardb	mandatory	142	2.5e-95	308.0	1.0	0.993	1	141			Anti_RM	ardb_klca_acric11	Antidefense
NZ_CP035517.1	NZ_CP035517.1_4	Mok_Hok_Sok__Mok	4	defense-finder-models/DefenseFinder/Mok_Hok_Sok/Mok_Hok_Sok	NZ_CP035517.1_Mok_Hok_Sok_4	1	1	0.5	1.0	1	Mok_Hok_Sok__Mok	mandatory	71	6.1e-52	167.2	0.897	0.986	1	70			Mok_Hok_Sok	Mok_Hok_Sok	Defense
NZ_CP035517.1	NZ_CP035517.1_7	psib	7	defense-finder-models/ADF/Other/psiab	NZ_CP035517.1_psiab_8	1	1	1.0	2.0	1	psib	mandatory	240	3.7000000000000005e-71	232.6	0.975	0.975	4	237			Other	psiab	Antidefense
NZ_CP035517.1	NZ_CP035517.1_8	psia	8	defense-finder-models/ADF/Other/psiab	NZ_CP035517.1_psiab_8	1	1	1.0	2.0	1	psia	mandatory	145	6.4e-93	301.1	0.993	0.986	1	143			Other	psiab	Antidefense
NZ_CP035517.1	NZ_CP035517.1_18	ardb	18	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NZ_CP035517.1_ardb_klca_acric11_7	1	1	1.0	1.0	1	ardb	mandatory	142	1.7e-95	309.5	1.0	0.993	1	141			Anti_RM	ardb_klca_acric11	Antidefense
NZ_CP035517.1	NZ_CP035517.1_30	CBASS__Cyclase_II	30	defense-finder-models/DefenseFinder/CBASS/CBASS_I	NZ_CP035517.1_CBASS_I_2	1	1	1.0	2.0	1	CBASS__Cyclase_SMODS	mandatory	332	1e-14	47.7	0.908	0.97	8	329		NZ_CP035517.1_CBASS_1	CBASS	CBASS_I	Defense
NZ_CP035517.1	NZ_CP035517.1_31	CBASS__Effector_4TM_S_4TM	31	defense-finder-models/DefenseFinder/CBASS/CBASS_I	NZ_CP035517.1_CBASS_I_2	1	1	1.0	2.0	1	CBASS__Effector_2TM_S_2TMBeta	mandatory	298	2.3e-62	204.4	0.952	0.963	1	287		NZ_CP035517.1_CBASS_1	CBASS	CBASS_I	Defense
NZ_CP035517.1	NZ_CP035517.1_34	RM__Type_I_REases_FAM_0.einsi_trimmed	34	defense-finder-models/RM/PrrC/PrrC	NZ_CP035517.1_PrrC_5	1	1	0.75	3.0	1	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	1039	2.3000000000000003e-303	1002.7	0.988	0.965	30	1032		NZ_CP035517.1_RM_Type_I_6	PrrC	PrrC	Defense
NZ_CP035517.1	NZ_CP035517.1_35	RM__Type_I_S_01	35	defense-finder-models/RM/PrrC/PrrC	NZ_CP035517.1_PrrC_5	1	1	0.75	3.0	1	RM__Type_I_S_01	mandatory	428	5.1e-78	256.4	0.563	0.942	15	417		NZ_CP035517.1_RM_Type_I_6	PrrC	PrrC	Defense
NZ_CP035517.1	NZ_CP035517.1_36	PrrC__EcoprrI	36	defense-finder-models/RM/PrrC/PrrC	NZ_CP035517.1_PrrC_5	1	1	0.75	3.0	1	PrrC__EcoprrI	mandatory	519	5.9e-176	579.6	0.975	0.998	1	518			PrrC	PrrC	Defense
NZ_CP035517.1	NZ_CP035517.1_124	MazEF__MazF	124	defense-finder-models/DefenseFinder/MazEF/MazEF	NZ_CP035517.1_MazEF_3	1	1	1.0	2.0	1	MazEF__MazF	mandatory	111	2.2e-16	53.2	0.919	0.973	2	109			MazEF	MazEF	Defense
NZ_CP035517.1	NZ_CP035517.1_125	MazEF__MazE	125	defense-finder-models/DefenseFinder/MazEF/MazEF	NZ_CP035517.1_MazEF_3	1	1	1.0	2.0	1	MazEF__MazE	mandatory	86	4.8e-13	42.4	0.762	0.709	4	64			MazEF	MazEF	Defense
NZ_CP035518.1	NZ_CP035518.1_4	Mok_Hok_Sok__Mok	4	defense-finder-models/DefenseFinder/Mok_Hok_Sok/Mok_Hok_Sok	NZ_CP035518.1_Mok_Hok_Sok_1	1	1	0.5	1.0	1	Mok_Hok_Sok__Mok	mandatory	71	3e-52	167.2	0.897	0.986	1	70			Mok_Hok_Sok	Mok_Hok_Sok	Defense
NZ_CP035518.1	NZ_CP035518.1_5	psib	5	defense-finder-models/ADF/Other/psiab	NZ_CP035518.1_psiab_3	1	1	1.0	2.0	1	psib	mandatory	240	1.8e-71	232.6	0.975	0.975	4	237			Other	psiab	Antidefense
NZ_CP035518.1	NZ_CP035518.1_6	psia	6	defense-finder-models/ADF/Other/psiab	NZ_CP035518.1_psiab_3	1	1	1.0	2.0	1	psia	mandatory	145	3.2e-93	301.1	0.993	0.986	1	143			Other	psiab	Antidefense
NZ_CP035518.1	NZ_CP035518.1_16	ardb	16	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NZ_CP035518.1_ardb_klca_acric11_2	1	1	1.0	1.0	1	ardb	mandatory	142	8.4e-96	309.5	1.0	0.993	1	141			Anti_RM	ardb_klca_acric11	Antidefense
NZ_CP035548.1	NZ_CP035548.1_69	vcrx093	69	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NZ_CP035548.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx093	mandatory	337	4.5e-147	483.1	0.954	0.976	1	329			Anti_CRISPR	vcrx091_093	Antidefense
NZ_CP035548.1	NZ_CP035548.1_70	vcrx092	70	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NZ_CP035548.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx092	mandatory	344	5.4000000000000005e-165	541.8	0.985	0.942	13	336			Anti_CRISPR	vcrx091_093	Antidefense
NZ_CP035548.1	NZ_CP035548.1_71	vcrx091	71	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NZ_CP035548.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx091	mandatory	176	1.5e-81	266.4	0.68	0.966	1	170			Anti_CRISPR	vcrx091_093	Antidefense
NZ_CP035548.1	NZ_CP035548.1_72	vcrx090	72	defense-finder-models/ADF/Anti_RM/vcrx089_090	NZ_CP035548.1_vcrx089_090_1	1	1	1.0	2.0	1	vcrx090	mandatory	303	2.1e-178	585.2	1.0	0.997	1	302			Anti_RM	vcrx089_090	Antidefense
NZ_CP035548.1	NZ_CP035548.1_73	vcrx089	73	defense-finder-models/ADF/Anti_RM/vcrx089_090	NZ_CP035548.1_vcrx089_090_1	1	1	1.0	2.0	1	vcrx089	mandatory	323	2.5999999999999998e-141	464.5	0.792	0.978	5	320			Anti_RM	vcrx089_090	Antidefense
NZ_CP035721.1	NZ_CP035721.1_8	arda	8	defense-finder-models/ADF/Anti_RM/arda_ardu	NZ_CP035721.1_arda_ardu_1	1	1	1.0	1.0	1	arda	mandatory	167	1.6999999999999998e-96	313.7	0.982	0.988	1	165			Anti_RM	arda_ardu	Antidefense
NZ_CP035721.1	NZ_CP035721.1_10	psib	10	defense-finder-models/ADF/Other/psiab	NZ_CP035721.1_psiab_3	1	1	1.0	2.0	1	psib	mandatory	240	3.1e-65	212.7	0.975	0.975	4	237			Other	psiab	Antidefense
NZ_CP035721.1	NZ_CP035721.1_11	psia	11	defense-finder-models/ADF/Other/psiab	NZ_CP035721.1_psiab_3	1	1	1.0	2.0	1	psia	mandatory	145	1.9e-88	286.2	0.993	0.986	1	143			Other	psiab	Antidefense
NZ_CP035721.1	NZ_CP035721.1_18	ardb	18	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NZ_CP035721.1_ardb_klca_acric11_2	1	1	1.0	1.0	1	ardb	mandatory	142	3.2e-95	308.1	1.0	0.993	1	141			Anti_RM	ardb_klca_acric11	Antidefense
NZ_CP035722.1	NZ_CP035722.1_4	Mok_Hok_Sok__Mok	4	defense-finder-models/DefenseFinder/Mok_Hok_Sok/Mok_Hok_Sok	NZ_CP035722.1_Mok_Hok_Sok_1	1	1	0.5	1.0	1	Mok_Hok_Sok__Mok	mandatory	71	3e-52	167.2	0.897	0.986	1	70			Mok_Hok_Sok	Mok_Hok_Sok	Defense
NZ_CP035722.1	NZ_CP035722.1_5	psib	5	defense-finder-models/ADF/Other/psiab	NZ_CP035722.1_psiab_3	1	1	1.0	2.0	1	psib	mandatory	240	3.3e-72	235.0	0.975	0.975	4	237			Other	psiab	Antidefense
NZ_CP035722.1	NZ_CP035722.1_6	psia	6	defense-finder-models/ADF/Other/psiab	NZ_CP035722.1_psiab_3	1	1	1.0	2.0	1	psia	mandatory	145	4.2e-93	300.7	0.993	0.986	1	143			Other	psiab	Antidefense
NZ_CP035722.1	NZ_CP035722.1_16	ardb	16	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NZ_CP035722.1_ardb_klca_acric11_2	1	1	1.0	1.0	1	ardb	mandatory	142	8.299999999999999e-96	309.5	1.0	0.993	1	141			Anti_RM	ardb_klca_acric11	Antidefense
NZ_CP035752.1	NZ_CP035752.1_4	Mok_Hok_Sok__Mok	4	defense-finder-models/DefenseFinder/Mok_Hok_Sok/Mok_Hok_Sok	NZ_CP035752.1_Mok_Hok_Sok_1	1	1	0.5	1.0	1	Mok_Hok_Sok__Mok	mandatory	71	2.8e-52	167.2	0.897	0.986	1	70			Mok_Hok_Sok	Mok_Hok_Sok	Defense
NZ_CP035752.1	NZ_CP035752.1_5	psib	5	defense-finder-models/ADF/Other/psiab	NZ_CP035752.1_psiab_3	1	1	1.0	2.0	1	psib	mandatory	240	3.1e-72	235.0	0.975	0.975	4	237			Other	psiab	Antidefense
NZ_CP035752.1	NZ_CP035752.1_6	psia	6	defense-finder-models/ADF/Other/psiab	NZ_CP035752.1_psiab_3	1	1	1.0	2.0	1	psia	mandatory	145	8.7e-93	299.6	0.993	0.986	1	143			Other	psiab	Antidefense
NZ_CP035752.1	NZ_CP035752.1_16	ardb	16	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NZ_CP035752.1_ardb_klca_acric11_2	1	1	1.0	1.0	1	ardb	mandatory	142	7.7e-96	309.5	1.0	0.993	1	141			Anti_RM	ardb_klca_acric11	Antidefense
NZ_CP035908.1	NZ_CP035908.1_53	RM_Type_II__Type_II_MTases_FAM_2	53	defense-finder-models/RM/RM/RM_Type_II	NZ_CP035908.1_RM_Type_II_1	1	1	1.0	2.0	1	RM_Type_II__Type_II_MTases_FAM_0	mandatory	478	4.6e-119	391.0	0.978	0.774	94	463			RM	RM_Type_II	Defense
NZ_CP035908.1	NZ_CP035908.1_54	RM_Type_II__Type_II_REase27	54	defense-finder-models/RM/RM/RM_Type_II	NZ_CP035908.1_RM_Type_II_1	1	1	1.0	2.0	1	RM_Type_II__Type_II_REase01	mandatory	405	1.1e-80	266.3	0.89	0.99	1	401			RM	RM_Type_II	Defense
NZ_CP035908.1	NZ_CP035908.1_94	vcrx093	94	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NZ_CP035908.1_vcrx091_093_3	1	1	1.0	3.0	1	vcrx093	mandatory	337	5.2e-147	483.1	0.954	0.976	1	329			Anti_CRISPR	vcrx091_093	Antidefense
NZ_CP035908.1	NZ_CP035908.1_95	vcrx092	95	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NZ_CP035908.1_vcrx091_093_3	1	1	1.0	3.0	1	vcrx092	mandatory	344	6.2e-165	541.8	0.985	0.942	13	336			Anti_CRISPR	vcrx091_093	Antidefense
NZ_CP035908.1	NZ_CP035908.1_96	vcrx091	96	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NZ_CP035908.1_vcrx091_093_3	1	1	1.0	3.0	1	vcrx091	mandatory	176	1.7000000000000002e-81	266.4	0.68	0.966	1	170			Anti_CRISPR	vcrx091_093	Antidefense
NZ_CP035908.1	NZ_CP035908.1_97	vcrx090	97	defense-finder-models/ADF/Anti_RM/vcrx089_090	NZ_CP035908.1_vcrx089_090_2	1	1	1.0	2.0	1	vcrx090	mandatory	303	1.6999999999999998e-177	582.4	1.0	0.997	1	302			Anti_RM	vcrx089_090	Antidefense
NZ_CP035908.1	NZ_CP035908.1_98	vcrx089	98	defense-finder-models/ADF/Anti_RM/vcrx089_090	NZ_CP035908.1_vcrx089_090_2	1	1	1.0	2.0	1	vcrx089	mandatory	323	3e-141	464.5	0.792	0.978	5	320			Anti_RM	vcrx089_090	Antidefense
NZ_CP036180.1	NZ_CP036180.1_4	Mok_Hok_Sok__Mok	4	defense-finder-models/DefenseFinder/Mok_Hok_Sok/Mok_Hok_Sok	NZ_CP036180.1_Mok_Hok_Sok_2	1	1	0.5	1.0	1	Mok_Hok_Sok__Mok	mandatory	71	4.6e-52	167.2	0.897	0.986	1	70			Mok_Hok_Sok	Mok_Hok_Sok	Defense
NZ_CP036180.1	NZ_CP036180.1_5	psib	5	defense-finder-models/ADF/Other/psiab	NZ_CP036180.1_psiab_6	1	1	1.0	2.0	1	psib	mandatory	240	1.1e-71	233.9	0.975	0.975	4	237			Other	psiab	Antidefense
NZ_CP036180.1	NZ_CP036180.1_6	psia	6	defense-finder-models/ADF/Other/psiab	NZ_CP036180.1_psiab_6	1	1	1.0	2.0	1	psia	mandatory	145	4.4e-93	301.2	0.993	0.986	1	143			Other	psiab	Antidefense
NZ_CP036180.1	NZ_CP036180.1_17	ardb	17	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NZ_CP036180.1_ardb_klca_acric11_5	1	1	1.0	1.0	1	ardb	mandatory	142	1.3e-95	309.5	1.0	0.993	1	141			Anti_RM	ardb_klca_acric11	Antidefense
NZ_CP036180.1	NZ_CP036180.1_67	TIR-III__TIR-III_A	67	defense-finder-models/DefenseFinder/TIR-III/TIR-III	NZ_CP036180.1_TIR-III_4	1	1	1.0	2.0	1	TIR-III__TIR-III_A	mandatory	97	4.0000000000000006e-45	145.3	0.979	0.948	3	94			TIR-III	TIR-III	Defense
NZ_CP036180.1	NZ_CP036180.1_68	TIR-III__TIR-III_B	68	defense-finder-models/DefenseFinder/TIR-III/TIR-III	NZ_CP036180.1_TIR-III_4	1	1	1.0	2.0	1	TIR-III__TIR-III_B	mandatory	300	1.7000000000000002e-118	388.6	0.983	0.987	2	297			TIR-III	TIR-III	Defense
NZ_CP036180.1	NZ_CP036180.1_69	Pif__PifA	69	defense-finder-models/DefenseFinder/Pif/Pif	NZ_CP036180.1_Pif_3	1	1	1.0	2.0	1	Pif__PifA	mandatory	742	0.0	1434.5	1.0	0.999	1	741			Pif	Pif	Defense
NZ_CP036180.1	NZ_CP036180.1_70	Pif__PifC	70	defense-finder-models/DefenseFinder/Pif/Pif	NZ_CP036180.1_Pif_3	1	1	1.0	2.0	1	Pif__PifC	mandatory	363	4.5e-235	772.2	1.0	0.997	1	362			Pif	Pif	Defense
NZ_CP036180.1	NZ_CP036180.1_82	MazEF__MazF	82	defense-finder-models/DefenseFinder/MazEF/MazEF	NZ_CP036180.1_MazEF_1	1	1	1.0	2.0	1	MazEF__MazF	mandatory	111	1.6e-16	53.2	0.919	0.973	2	109			MazEF	MazEF	Defense
NZ_CP036180.1	NZ_CP036180.1_83	MazEF__MazE	83	defense-finder-models/DefenseFinder/MazEF/MazEF	NZ_CP036180.1_MazEF_1	1	1	1.0	2.0	1	MazEF__MazE	mandatory	86	3.6e-13	42.4	0.762	0.709	4	64			MazEF	MazEF	Defense
NZ_CP036192.1	NZ_CP036192.1_53	RM_Type_II__Type_II_MTases_FAM_2	53	defense-finder-models/RM/RM/RM_Type_II	NZ_CP036192.1_RM_Type_II_1	1	1	1.0	2.0	1	RM_Type_II__Type_II_MTases_FAM_0	mandatory	478	4.6e-119	391.0	0.978	0.774	94	463			RM	RM_Type_II	Defense
NZ_CP036192.1	NZ_CP036192.1_54	RM_Type_II__Type_II_REase27	54	defense-finder-models/RM/RM/RM_Type_II	NZ_CP036192.1_RM_Type_II_1	1	1	1.0	2.0	1	RM_Type_II__Type_II_REase01	mandatory	405	1.1e-80	266.3	0.89	0.99	1	401			RM	RM_Type_II	Defense
NZ_CP036192.1	NZ_CP036192.1_93	vcrx093	93	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NZ_CP036192.1_vcrx091_093_3	1	1	1.0	3.0	1	vcrx093	mandatory	337	5.2e-147	483.1	0.954	0.976	1	329			Anti_CRISPR	vcrx091_093	Antidefense
